,Players,Batting,Bowling,Games,Won,Drawn,Win %,Innings Batted,Runs,Singles,Fours,Sixes,Dot Balls,Balls Faced,Outs,Bowled Outs,LBW Outs,Hitwicket Outs,Caught Outs,Stumped Outs,Run Outs,Caught and Bowled Outs,Dot Ball %,Strike Turnover %,Batting S/R,Batting S/R MeanAD,Batting Avg,Mean Score,Score MeanAD,Scoring Consistency,Boundary %,Runs/Ball,Mean Balls Faced,Balls Faced MeanAD,Survival Consistency,Avg First Boundary Ball,Dismissal Rate,Boundary Rate,Innings Bowled,Runsgiven,Singlesgiven,Foursgiven,Sixesgiven,Wickets,Balls Bowled,Extras,No Balls,Wides,Dot Balls Bowled,Bowleds,LBWs,Hitwickets,Caughts,Stumpeds,Caught and Bowleds,Catches,Runouts,Stumpings,Economy Rate,Economy Rate MeanAD,Dot Ball Bowled %,Boundary Given %,Bowling Avg,Bowling Avg MeanAD,Bowling S/R,Bowling S/R MeanAD,Runsgiven/Ball,Boundary Given Rate,Strike Turnovergiven %,Avg Consecutive Dot Balls,Runs Rate,Runsgiven/Wicket,Runs AA,Runs/Ball AA,Runsgiven AA,Runsgiven/Ball AA
M Salum,M Salum,,,1,1,0,100.0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1.0,50.0,0.0,0.0,,0.0,0.0,,0.0,0.0,2.0,0.0,100.0,,inf,inf,1,6,0,1,0,2,18,2,0,2,17,0,1,0,1,0,0,0,0,0,2.0,0,94.4,5.6,3.0,0,9.0,0,0.3,18.0,15.0,5.7,0.0,3.0,-300.9,-0.9,-307.1,-1.0
Kanchan Shrestha,Kanchan Shrestha,,,1,0,0,0.0,1,1,1,0,0,7,9,1,0,0,0,0,0,1,0,0.8,55.6,11.1,0.0,1.0,1.0,0.0,100.0,0.0,0.1,9.0,0.0,100.0,,9.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,0.7,,-299.9,-0.8,-313.1,
S Kizito,S Kizito,,,3,1,0,33.3,2,0,0,0,0,2,2,2,0,0,0,1,0,1,0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,100.0,,1.0,inf,3,46,17,2,2,1,36,3,0,3,12,1,0,0,0,0,0,1,0,0,7.7,0,33.3,11.1,46.0,0,36.0,0,1.3,9.0,38.5,1.5,0.0,46.0,-300.9,-0.9,-267.1,-0.0
Sukhdeep Singh,Sukhdeep Singh,,,1,1,0,100.0,1,13,7,1,0,5,15,1,0,0,0,1,0,0,0,0.3,25.0,86.7,0.0,13.0,13.0,0.0,100.0,6.7,0.9,15.0,0.0,100.0,13.0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,5.2,,-287.9,0.0,-313.1,
Muhaddis Muhaddis,Muhaddis Muhaddis,Right hand,Right arm leg break,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,0,,0,,,,0.0,,,-300.9,,-313.1,
F Mutua,F Mutua,Right hand,Right arm off break,3,1,0,33.3,2,1,1,0,0,3,4,2,0,0,0,2,0,0,0,0.8,75.0,25.0,25.0,0.5,0.5,0.5,0.0,0.0,0.2,2.0,0.0,100.0,,2.0,inf,3,59,16,6,1,2,36,4,2,2,9,0,0,0,2,0,0,2,0,0,9.8,0,25.0,19.4,29.5,0,18.0,0,1.6,5.1,30.0,1.1,1.5,29.5,-299.9,-0.7,-254.1,0.3
Najiha Alvi,Najiha Alvi,,,7,3,0,42.9,4,14,8,1,0,5,16,3,0,0,0,2,0,1,0,0.3,58.8,87.5,11.46,4.67,3.5,2.0,42.9,6.2,0.9,4.0,2.0,50.0,7.0,5.3,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,,0,,,,0,,0,,,,0.0,5.2,,-286.9,0.0,-313.1,
E Marx,E Marx,,,4,1,0,25.0,2,5,1,1,0,5,7,2,0,0,0,2,0,0,0,0.7,0.0,71.4,54.17,2.5,2.5,1.5,40.0,14.3,0.7,3.5,0.5,85.7,2.0,3.5,7.0,3,72,20,9,0,2,66,8,0,8,32,0,1,0,1,0,0,0,0,0,6.5,0,48.5,13.6,36.0,0,33.0,0,1.1,7.3,36.5,2.2,4.3,36.0,-295.9,-0.2,-241.1,-0.2
A Hlubi,A Hlubi,,,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,1,15,8,1,0,2,24,1,0,1,14,0,0,0,2,0,0,1,0,0,3.8,0,58.3,4.2,7.5,0,12.0,0,0.6,24.0,32.0,1.8,,7.5,-300.9,,-298.1,-0.7
T Gwandu,T Gwandu,,,7,6,0,85.7,1,5,3,0,0,1,5,0,0,0,0,0,0,0,0,0.2,40.0,100.0,0.0,inf,5.0,0.0,100.0,0.0,1.0,5.0,0.0,100.0,,inf,inf,7,174,40,25,3,6,123,6,1,5,49,3,0,0,3,0,0,1,0,0,8.5,0,39.8,22.8,29.0,0,20.5,0,1.4,4.4,35.7,2.1,6.0,29.0,-295.9,0.1,-139.1,0.1
BJ Bennett,BJ Bennett,,,16,8,0,50.0,14,319,87,29,13,90,241,12,3,0,0,6,0,2,1,0.4,40.2,132.4,58.83,26.58,22.79,18.21,20.099999999999994,17.4,1.3,17.2,11.67,32.2,7.6,20.1,5.7,4,54,15,6,2,5,48,1,0,1,24,2,0,0,3,0,0,4,2,0,6.8,0,50.0,16.7,10.8,0,9.6,0,1.1,6.0,30.6,2.0,7.9,10.8,18.1,0.4,-259.1,-0.2
JS Buckingham,JS Buckingham,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,,,,0,,0,,,,0.0,,,-300.9,,-313.1,
H McKenzie,H McKenzie,,,3,2,0,66.7,1,6,2,0,0,1,5,1,1,0,0,0,0,0,0,0.2,40.0,120.0,0.0,6.0,6.0,0.0,100.0,0.0,1.2,5.0,0.0,100.0,,5.0,inf,3,61,32,3,1,2,60,1,1,0,19,1,0,0,1,0,0,0,0,0,6.1,0,31.7,6.7,30.5,0,30.0,0,1.0,15.0,47.5,2.1,7.2,30.5,-294.9,0.3,-252.1,-0.3
TF van Woerkom,TF van Woerkom,,,6,5,0,83.3,1,13,3,1,1,2,7,0,0,0,0,0,0,0,0,0.3,37.5,185.7,0.0,inf,13.0,0.0,100.0,28.6,1.9,7.0,0.0,100.0,2.0,inf,3.5,6,104,26,11,4,6,80,4,0,4,34,0,1,0,5,0,0,1,0,0,7.8,0,42.5,18.8,17.33,0,13.3,0,1.3,5.3,39.3,1.7,11.1,17.3,-287.9,1.0,-209.1,-0.0
JS Ndanu,JS Ndanu,,,9,5,0,55.6,7,13,11,0,0,24,37,6,1,0,0,2,0,3,0,0.6,48.6,35.1,20.2,2.17,1.86,1.55,16.700000000000003,0.0,0.4,5.3,3.63,31.5,,6.2,inf,6,56,19,5,0,1,54,6,0,6,24,0,0,0,1,0,0,4,1,0,6.2,0,44.4,9.3,56.0,0,54.0,0,1.0,10.8,34.5,1.7,2.1,56.0,-287.9,-0.5,-257.1,-0.3
L Mabhero,L Mabhero,,,11,4,0,36.4,2,4,4,0,0,1,5,0,0,0,0,0,0,0,0,0.2,60.0,80.0,16.66,inf,2.0,0.0,100.0,0.0,0.8,2.5,0.5,80.0,,inf,inf,11,164,52,14,3,6,178,4,0,4,91,3,1,0,2,0,0,0,0,0,5.5,0,51.1,9.6,27.33,0,29.7,0,0.9,10.5,38.5,2.1,4.8,27.3,-296.9,-0.1,-149.1,-0.4
P Agboya,P Agboya,,,14,7,0,50.0,11,84,18,13,0,53,93,11,5,2,0,2,0,2,0,0.6,22.9,90.3,41.38,7.64,7.64,5.83,23.700000000000003,14.0,0.9,8.5,6.03,29.099999999999994,6.2,8.5,7.2,14,168,60,18,0,19,292,13,0,13,200,9,2,0,7,0,1,1,3,0,3.5,0,68.5,6.2,8.84,0,15.4,0,0.6,16.2,28.6,2.5,5.4,8.8,-216.9,0.0,-145.1,-0.7
A Adekunle,A Adekunle,,,13,6,0,46.2,6,7,3,0,0,17,22,3,0,1,0,2,0,0,0,0.8,33.3,31.8,21.03,2.33,1.17,0.94,19.700000000000003,0.0,0.3,3.7,2.22,40.0,,7.3,inf,12,178,76,13,1,10,246,7,1,6,137,0,0,0,10,0,0,5,0,0,4.3,0,55.7,5.7,17.8,0,24.6,0,0.7,17.6,36.8,2.2,1.9,17.8,-293.9,-0.6,-135.1,-0.6
C Chukwuonye,C Chukwuonye,,,12,6,0,50.0,9,22,10,1,0,32,48,7,2,2,0,1,0,2,0,0.7,31.5,45.8,31.96,3.14,2.44,1.83,25.0,2.1,0.5,5.3,3.04,42.6,9.0,6.9,48.0,9,102,36,6,0,12,138,20,3,17,83,2,2,0,7,0,1,2,1,0,4.4,0,60.1,4.3,8.5,0,11.5,0,0.7,23.0,35.4,1.9,2.8,8.5,-278.9,-0.4,-211.1,-0.6
M Uwase,M Uwase,,,11,5,0,45.5,11,172,50,22,0,110,201,10,4,4,0,1,1,0,0,0.5,32.9,85.6,33.58,17.2,15.64,12.38,20.799999999999997,10.9,0.9,18.3,12.25,33.099999999999994,5.4,20.1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,,0,,,,0,,0,,,,0.0,5.1,,-128.9,0.0,-313.1,
L Anyait,L Anyait,,,15,11,0,73.3,8,9,4,0,0,12,19,4,1,1,0,1,0,1,0,0.6,47.8,47.4,36.19,2.25,1.12,1.16,-3.5999999999999943,0.0,0.5,2.4,1.72,28.299999999999997,,4.8,inf,14,200,88,13,1,12,307,10,0,10,181,4,1,0,7,0,0,2,3,0,3.9,0,59.0,4.6,16.67,0,25.6,0,0.7,21.9,32.5,2.2,2.8,16.7,-291.9,-0.4,-113.1,-0.6
MJ Tumukunde,MJ Tumukunde,,,8,4,0,50.0,3,8,6,0,0,4,12,3,0,0,0,1,0,1,1,0.3,58.3,66.7,39.51,2.67,2.67,3.56,-33.30000000000001,0.0,0.7,4.0,3.33,16.799999999999997,,4.0,inf,6,72,32,2,1,4,81,10,0,10,38,0,0,0,4,0,0,1,1,0,5.3,0,46.9,3.7,18.0,0,20.2,0,0.9,27.0,43.3,1.7,4.0,18.0,-292.9,-0.2,-241.1,-0.4
V Igbinedion,V Igbinedion,,,7,5,0,71.4,5,79,22,9,1,74,113,4,0,2,0,1,0,1,0,0.7,28.9,69.9,22.45,19.75,15.8,7.04,55.4,8.8,0.7,22.6,7.68,66.0,7.2,28.2,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,0,,0,,,,0.0,4.2,,-221.9,-0.2,-313.1,
M Ariokot,M Ariokot,,,12,9,0,75.0,8,42,16,4,0,34,62,5,0,4,0,0,0,1,0,0.5,36.5,67.7,43.96,8.4,5.25,4.81,8.400000000000006,6.5,0.7,7.8,5.69,27.099999999999994,3.2,12.4,15.5,4,44,5,5,0,0,60,9,1,8,43,0,0,0,0,0,0,1,1,0,4.4,0,71.7,8.3,inf,0,inf,0,0.7,12.0,20.9,3.2,4.1,inf,-258.9,-0.2,-269.1,-0.6
J Ogolla,J Ogolla,,,2,2,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,1,10,3,0,0,0,12,3,0,3,7,0,0,0,0,0,0,1,0,0,5.0,0,58.3,0.0,inf,0,inf,0,0.8,inf,20.0,1.8,,inf,-300.9,,-303.1,-0.5
S Niyomuhoza,S Niyomuhoza,,,12,9,0,75.0,8,113,39,13,2,84,147,5,0,0,0,5,0,0,0,0.6,34.6,76.9,35.53,22.6,14.12,11.69,17.200000000000003,10.2,0.8,18.4,7.97,56.7,12.8,29.4,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,,,0,,0,,,,0.0,4.6,,-187.9,-0.1,-313.1,
NS Perera,NS Perera,,,2,1,0,50.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,100.0,100.0,0.0,inf,1.0,0.0,100.0,0.0,1.0,1.0,0.0,100.0,,inf,inf,2,55,14,7,1,1,34,1,0,1,9,1,0,0,0,0,0,0,0,0,9.7,0,26.5,23.5,55.0,0,34.0,0,1.6,4.2,34.3,1.3,6.0,55.0,-299.9,0.1,-258.1,0.3
BJ Jacobs,BJ Jacobs,,,9,5,0,55.6,6,134,24,12,9,20,71,4,1,0,0,3,0,0,0,0.3,30.1,188.7,50.22,33.5,22.33,11.11,50.2,29.6,1.9,11.8,3.22,72.7,4.0,17.8,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,,,0,,0,,,,0.0,11.3,,-166.9,1.0,-313.1,
MA Abbas,MA Abbas,,,10,5,0,50.0,9,206,64,13,11,63,163,9,0,1,0,7,0,1,0,0.4,34.7,126.4,32.68,22.89,22.89,17.68,22.799999999999997,14.7,1.3,18.1,12.54,30.700000000000003,7.4,18.1,6.8,1,8,2,1,0,0,6,0,0,0,2,0,0,0,0,0,0,3,0,0,8.0,0,33.3,16.7,inf,0,inf,0,1.3,6.0,16.7,2.0,7.6,inf,-94.9,0.4,-305.1,-0.0
JM Tashkoff,JM Tashkoff,,,5,3,0,60.0,4,57,21,6,1,13,45,4,2,0,0,1,0,1,0,0.3,48.9,126.7,19.89,14.25,14.25,5.25,63.2,15.6,1.3,11.2,2.62,76.6,5.0,11.2,6.4,1,14,6,2,0,1,12,0,0,0,4,0,0,0,1,0,0,3,0,0,7.0,0,33.3,16.7,14.0,0,12.0,0,1.2,6.0,41.7,1.3,7.6,14.0,-243.9,0.4,-299.1,-0.1
OJ White,OJ White,,,6,1,0,16.7,5,59,17,4,1,33,65,4,0,0,0,3,1,0,0,0.5,33.8,90.8,43.79,14.75,11.8,11.36,3.700000000000003,7.7,0.9,13.0,6.4,50.8,6.0,16.2,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,5.4,,-241.9,0.0,-313.1,
CG Heaphy,CG Heaphy,,,3,1,0,33.3,3,64,25,7,1,24,60,3,0,1,0,2,0,0,0,0.4,37.1,106.7,16.44,21.33,21.33,6.44,69.8,13.3,1.1,20.0,9.33,53.3,11.7,20.0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,0,,0,,,,0.0,6.4,,-236.9,0.2,-313.1,
BG Illing,BG Illing,,,8,2,0,25.0,1,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0.0,100.0,100.0,0.0,inf,4.0,0.0,100.0,0.0,1.0,4.0,0.0,100.0,,inf,inf,8,189,49,21,1,6,180,12,0,12,84,1,0,0,5,0,0,0,0,0,6.3,0,46.7,12.2,31.5,0,30.0,0,1.0,8.2,30.7,2.0,6.0,31.5,-296.9,0.1,-124.1,-0.3
R Jaswal,R Jaswal,,,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,1,16,13,0,0,1,24,1,0,1,10,0,0,0,1,0,0,0,0,0,4.0,0,41.7,0.0,16.0,0,24.0,0,0.7,inf,44.0,1.7,,16.0,-300.9,,-297.1,-0.6
PJ Watkins,PJ Watkins,,,8,5,0,62.5,2,10,4,0,0,4,11,1,0,0,0,0,1,0,0,0.4,45.5,90.9,8.34,10.0,5.0,0.0,100.0,0.0,0.9,5.5,0.5,90.9,,11.0,inf,5,78,16,11,0,8,70,10,0,10,39,3,0,0,5,0,0,1,1,0,6.7,0,55.7,15.7,9.75,0,8.8,0,1.1,6.4,26.3,1.7,5.5,9.8,-290.9,0.0,-235.1,-0.2
GY Prastama,GY Prastama,,,4,2,0,50.0,3,9,5,0,0,6,13,1,0,0,0,0,1,0,0,0.5,38.5,69.2,34.92,9.0,3.0,1.33,55.7,0.0,0.7,4.3,1.78,58.6,,13.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,0,,0,,,,0.0,4.2,,-291.9,-0.2,-313.1,
Kulwinderjeet Singh,Kulwinderjeet Singh,,,4,2,0,50.0,4,108,12,9,9,25,59,3,2,0,0,1,0,0,0,0.4,24.6,183.1,106.0,36.0,27.0,16.5,38.9,30.5,1.8,14.8,6.38,56.9,5.7,19.7,3.3,1,6,0,0,1,2,5,0,0,0,3,1,0,0,1,0,0,0,0,0,7.2,0,60.0,20.0,3.0,0,2.5,0,1.2,5.0,20.0,2.0,11.0,3.0,-192.9,0.9,-307.1,-0.1
AA Rahayu,AA Rahayu,,,3,0,0,0.0,3,22,8,2,1,12,23,2,1,0,0,1,0,0,0,0.5,39.1,95.7,51.85,11.0,7.33,4.89,33.3,13.0,1.0,7.7,4.22,45.2,7.5,11.5,7.7,2,23,4,3,1,0,11,1,0,1,3,0,0,0,0,0,0,0,0,0,12.5,0,27.3,36.4,inf,0,inf,0,2.1,2.8,33.3,1.5,5.7,inf,-278.9,0.1,-290.1,0.8
NJA Smith,NJA Smith,,,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,,,,0,,0,,,,0.0,,,-300.9,,-313.1,
S Udawaththa,S Udawaththa,,,1,0,0,0.0,1,4,0,0,0,7,10,1,0,0,0,1,0,0,0,0.7,33.3,40.0,0.0,4.0,4.0,0.0,100.0,0.0,0.4,10.0,0.0,100.0,,10.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,2.4,,-296.9,-0.5,-313.1,
T Suri,T Suri,,,8,3,0,37.5,8,82,34,8,1,36,87,6,0,2,0,3,0,1,0,0.4,35.6,94.3,73.86,13.67,10.25,9.31,9.200000000000003,10.3,0.9,10.9,9.84,9.700000000000003,5.0,14.5,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,,0,,,,0,,0,,,,0.0,5.7,,-218.9,0.0,-313.1,
D Parashar,D Parashar,,,2,1,0,50.0,2,0,0,0,0,3,3,2,2,0,0,0,0,0,0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.5,0.5,66.7,,1.5,inf,1,14,6,0,1,1,18,0,0,0,10,0,0,0,1,0,0,1,0,0,4.7,0,55.6,5.6,14.0,0,18.0,0,0.8,18.0,27.8,2.5,0.0,14.0,-300.9,-0.9,-299.1,-0.5
R Wilson,R Wilson,,,4,2,0,50.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,100.0,,inf,inf,4,157,23,10,12,3,90,8,1,7,38,0,0,0,3,0,0,3,0,0,10.5,0,42.2,24.4,52.33,0,30.0,0,1.7,4.1,22.3,1.7,0.0,52.3,-300.9,-0.9,-156.1,0.4
SJ Harbinson,SJ Harbinson,,,10,7,0,70.0,8,116,32,15,1,35,93,6,1,0,0,5,0,0,0,0.4,38.3,124.7,47.93,19.33,14.5,9.88,31.900000000000006,17.2,1.2,11.6,7.12,38.6,3.7,15.5,5.8,10,242,40,22,14,6,151,10,3,7,58,1,0,0,4,0,1,3,1,0,9.6,0,38.4,23.8,40.33,0,25.2,0,1.6,4.2,27.3,1.7,7.5,40.3,-184.9,0.3,-71.1,0.3
A Sidhu,A Sidhu,,,7,4,0,57.1,3,11,3,1,0,11,18,2,0,0,0,2,0,0,0,0.6,47.4,61.1,23.57,5.5,3.67,2.89,21.299999999999997,5.6,0.6,6.0,3.33,44.5,3.0,9.0,18.0,6,110,33,6,5,6,90,7,0,7,38,3,0,0,2,1,0,4,0,0,7.3,0,42.2,12.2,18.33,0,15.0,0,1.2,8.2,38.0,1.6,3.7,18.3,-289.9,-0.3,-203.1,-0.1
J Carroll,J Carroll,,,2,0,0,0.0,1,3,3,0,0,1,5,1,0,0,0,1,0,0,0,0.2,66.7,60.0,0.0,3.0,3.0,0.0,100.0,0.0,0.6,5.0,0.0,100.0,,5.0,inf,2,49,10,4,3,1,24,1,1,0,5,0,0,0,1,0,0,0,0,0,12.2,0,20.8,29.2,49.0,0,24.0,0,2.0,3.4,40.0,2.0,3.6,49.0,-297.9,-0.3,-264.1,0.7
M Donegan,M Donegan,,,5,2,0,40.0,5,80,23,2,6,16,56,5,1,0,0,3,0,1,0,0.3,53.4,142.9,45.69,16.0,16.0,16.8,-5.0,14.3,1.4,11.2,8.64,22.900000000000006,8.0,11.2,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,0,,0,,,,0.0,8.6,,-220.9,0.5,-313.1,
A Rosslee,A Rosslee,,,3,0,0,0.0,3,71,33,5,1,20,65,3,0,0,0,3,0,0,0,0.3,47.8,109.2,43.23,23.67,23.67,14.22,39.9,9.2,1.1,21.7,13.56,37.5,15.0,21.7,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,6.6,,-229.9,0.2,-313.1,
T Koen,T Koen,,,8,4,0,50.0,3,30,16,2,1,15,34,3,0,0,0,3,0,0,0,0.4,45.7,88.2,57.31,10.0,10.0,3.33,66.7,8.8,0.9,11.3,4.89,56.7,3.0,11.3,11.3,7,157,40,16,6,4,107,2,0,2,35,1,0,0,3,0,0,2,0,0,8.8,0,32.7,20.6,39.25,0,26.8,0,1.5,4.9,37.6,1.5,5.3,39.2,-270.9,0.0,-156.1,0.2
JB van der Merwe,JB van der Merwe,,,4,3,0,75.0,2,6,2,1,0,3,7,1,0,0,0,0,1,0,0,0.4,37.5,85.7,45.84,6.0,3.0,2.0,33.3,14.3,0.9,3.5,0.5,85.7,3.0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,,,0,,0,,,,0.0,5.1,,-294.9,0.0,-313.1,
C Fletcher,C Fletcher,,,3,1,0,33.3,3,45,9,5,2,13,31,3,0,0,0,2,0,0,1,0.4,33.3,145.2,38.7,15.0,15.0,8.67,42.2,22.6,1.5,10.3,3.11,69.8,4.3,10.3,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,,,0,,0,,,,0.0,8.7,,-255.9,0.6,-313.1,
RD Hunter,RD Hunter,,,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,,,,0,,0,,,,0.0,,,-300.9,,-313.1,
C Egerton,C Egerton,,,1,0,0,0.0,1,1,1,0,0,2,3,1,0,0,0,1,0,0,0,0.7,33.3,33.3,0.0,1.0,1.0,0.0,100.0,0.0,0.3,3.0,0.0,100.0,,3.0,inf,1,24,1,2,2,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,12.0,0,41.7,33.3,inf,0,inf,0,2.0,3.0,33.3,1.2,2.0,inf,-299.9,-0.6,-289.1,0.7
R Mudford,R Mudford,,,2,2,0,100.0,2,65,7,5,6,11,30,2,1,0,0,1,0,0,0,0.4,19.4,216.7,62.5,32.5,32.5,22.5,30.799999999999997,36.7,2.2,15.0,7.0,53.3,2.5,15.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,13.0,,-235.9,1.3,-313.1,
H Zimmerman,H Zimmerman,,,4,4,0,100.0,1,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0.0,75.0,75.0,0.0,inf,3.0,0.0,100.0,0.0,0.8,4.0,0.0,100.0,,inf,inf,2,51,20,2,2,1,36,1,1,0,8,0,0,0,1,0,0,1,0,0,8.5,0,22.2,11.1,51.0,0,36.0,0,1.4,9.0,45.9,1.6,4.5,51.0,-297.9,-0.1,-262.1,0.1
ML Granger,ML Granger,,,1,0,0,0.0,1,1,1,0,0,2,3,1,1,0,0,0,0,0,0,0.7,66.7,33.3,0.0,1.0,1.0,0.0,100.0,0.0,0.3,3.0,0.0,100.0,,3.0,inf,1,4,3,0,0,0,6,1,1,0,3,0,0,0,0,0,0,1,0,0,4.0,0,50.0,0.0,inf,0,inf,0,0.7,inf,71.4,2.0,2.0,inf,-299.9,-0.6,-309.1,-0.6
C Melly,C Melly,,,7,4,0,57.1,6,76,8,9,3,16,43,4,2,0,0,2,0,0,0,0.4,17.8,176.7,90.89,19.0,12.67,13.89,-9.599999999999994,27.9,1.8,7.2,4.89,32.099999999999994,2.7,10.8,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,,,,0,,0,,,,0.0,10.6,,-224.9,0.9,-313.1,
LC Doherty,LC Doherty,,,7,1,0,14.3,5,74,18,9,2,38,74,5,2,0,0,2,1,0,0,0.5,28.4,100.0,41.93,14.8,14.8,9.76,34.099999999999994,14.9,1.0,14.8,6.96,53.0,2.0,14.8,6.7,1,27,2,3,2,1,12,1,0,1,5,0,0,0,1,0,0,1,0,0,13.5,0,41.7,41.7,27.0,0,12.0,0,2.2,2.4,15.4,1.2,6.0,27.0,-226.9,0.1,-286.1,0.9
R Joyce,R Joyce,,,1,0,0,0.0,1,6,6,0,0,6,12,0,0,0,0,0,0,0,0,0.5,41.7,50.0,0.0,inf,6.0,0.0,100.0,0.0,0.5,12.0,0.0,100.0,,inf,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,3.0,,-294.9,-0.4,-313.1,
CJB McCullough,CJB McCullough,,,4,0,0,0.0,2,19,5,0,2,6,15,1,0,0,0,1,0,0,0,0.4,25.0,126.7,51.78,19.0,9.5,4.5,52.6,13.3,1.3,7.5,0.5,93.3,6.0,15.0,7.5,3,79,36,4,3,4,66,3,1,2,19,0,0,0,4,0,0,0,0,0,7.2,0,28.8,10.6,19.75,0,16.5,0,1.2,9.4,45.6,1.4,7.6,19.8,-281.9,0.4,-234.1,-0.1
BD McDonough,BD McDonough,,,1,1,0,100.0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,100.0,200.0,0.0,inf,2.0,0.0,100.0,0.0,2.0,1.0,0.0,100.0,,inf,inf,1,34,7,2,3,2,24,1,0,1,11,0,0,0,2,0,0,0,0,0,8.5,0,45.8,20.8,17.0,0,12.0,0,1.4,4.8,48.0,1.5,12.0,17.0,-298.9,1.1,-279.1,0.1
F O'Neill,F O'Neill,,,2,1,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,2,64,9,11,1,3,48,1,0,1,25,2,0,0,1,0,0,1,1,0,8.0,0,52.1,25.0,21.33,0,16.0,0,1.3,4.0,24.5,1.8,,21.3,-300.9,,-249.1,-0.0
R Herrmann,R Herrmann,,,2,0,0,0.0,2,15,5,2,0,9,17,2,1,0,0,1,0,0,0,0.5,29.4,88.2,22.92,7.5,7.5,1.5,80.0,11.8,0.9,8.5,0.5,94.1,3.0,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,0,,0,,,,0.0,5.3,,-285.9,0.0,-313.1,
